Product_normalized	OriginalProducts	Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	DbXrefs
potassium-transporting atpase kdpc subunit	Potassium-transporting ATPase KdpC subunit	contig_777	cds	135029	135580	+	MDNEJI_01466	kdpC	SO:0001217, UniRef:UniRef50_W6R3B8
potassium-transporting atpase potassium-binding subunit	Potassium-transporting ATPase potassium-binding subunit	contig_777	cds	131197	132891	+	MDNEJI_01464		SO:0001217, UniRef:UniRef50_D5RGB7
potra domain-containing protein	POTRA domain-containing protein	contig_907	cds	45134	46759	-	MDNEJI_01848		SO:0001217, UniRef:UniRef50_A0A0C5EEE2
ppsc protein	PpsC protein	contig_1352	cds	378541	379500	+	MDNEJI_05551	ppsC	SO:0001217, UniRef:UniRef50_A0A0D0RPJ4
pqqa binding protein	PqqA binding protein	contig_896	cds	58426	58704	-	MDNEJI_01713	pqqA	SO:0001217, UniRef:UniRef50_C1DEW6
pqqa peptide cyclase	PqqA peptide cyclase	contig_896	cds	57309	58454	-	MDNEJI_01712	pqqA	SO:0001217, UniRef:UniRef50_P07782
pr	Precorrin-2/cobalt-factor-2 C20-methyltransferase;Precorrin-3B C(17)-methyltransferase;Precorrin-4 C(11)-methyltransferase;Precorrin-8X methylmutase	contig_1019	cds	259401;307926;308549;309294	260153;308552;309301;310973	+;-	MDNEJI_03675;MDNEJI_03722;MDNEJI_03723;MDNEJI_03724		SO:0001217, UniRef:UniRef50_A0A1D8QVC7;SO:0001217, UniRef:UniRef50_A0A433UKH0;SO:0001217, UniRef:UniRef50_A0A841LVS5;SO:0001217, UniRef:UniRef50_Q9HZP9
pr,15)-methyltransferase [d	Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]	contig_1019	cds	304885	306132	-	MDNEJI_03720		SO:0001217, UniRef:UniRef50_A0A1A9GRJ9
pre-16s rrna nuclease	Putative pre-16S rRNA nuclease	contig_1463	cds	255425	255859	+	MDNEJI_05865		SO:0001217, UniRef:UniRef50_C1DI77
preprotein translocase subunit s	Preprotein translocase subunit SecD	contig_1574	cds	299277	299549	+	MDNEJI_06299	secD	SO:0001217, UniRef:UniRef50_W1N368
presumed portal vertex protein	Presumed portal vertex protein	contig_1796	cds	145105	146160	-	MDNEJI_06690		SO:0001217, UniRef:UniRef50_A0A1I9Y1I9
primase c-terminal 1 domain-containing protein	Primase C-terminal 1 domain-containing protein	contig_1041	cds	18784	19980	+	MDNEJI_04066		SO:0001217, UniRef:UniRef50_A0A3M6FAG1
primosomal protein n	Primosomal protein N'	contig_908	cds	417619	419838	+	MDNEJI_02323		SO:0001217, UniRef:UniRef50_A4VH03
prohead serine protease domain-containing protein	Prohead serine protease domain-containing protein	contig_1796	cds	14542	15186	-	MDNEJI_06546		SO:0001217, UniRef:UniRef50_A0A481UQ81
prokaryotic-type class i peptide chain release factors domain-containing protein	Prokaryotic-type class I peptide chain release factors domain-containing protein	contig_1352	cds	373288	373701	-	MDNEJI_05545		SO:0001217, UniRef:UniRef50_A0A099KG18
proline iminopeptidase	Proline iminopeptidase	contig_908	cds	449400	450371	-	MDNEJI_02353		SO:0001217, UniRef:UniRef50_A0A109L5U3
proline utilization regulator	Proline utilization regulator	contig_1796	cds	90796	91548	-	MDNEJI_06630		SO:0001217, UniRef:UniRef50_Q9I5F8
proline--trna ligase	Proline--tRNA ligase	contig_1352;contig_963	cds	279499;9488	281214;9964	+;-	MDNEJI_03011;MDNEJI_05450		SO:0001217, UniRef:UniRef50_A0A168DX37;SO:0001217, UniRef:UniRef50_F3C456
proline-sp	Proline-specific permease ProY	contig_908	cds	468513	469916	-	MDNEJI_02370	proY	SO:0001217, UniRef:UniRef50_A0A239VA44
proline/betaine transporter	Putative proline/betaine transporter	contig_555	cds	24652	25959	-	MDNEJI_00922		SO:0001217, UniRef:UniRef50_X0PAD0
prophage major tail sheath protein	Putative prophage major tail sheath protein	contig_1463	cds	25682	26842	-	MDNEJI_05647		SO:0001217, UniRef:UniRef50_Q02TE1
prophage p4 integrase	Prophage P4 integrase	contig_952	cds	7300	8511	-	MDNEJI_02897		SO:0001217, UniRef:UniRef50_A0A484PRJ5
prophage protein	Prophage protein	contig_885	cds	105253	105624	+	MDNEJI_01601		SO:0001217, UniRef:UniRef50_A0A0J2D5C5
prophage pssb64-01	Prophage PSSB64-01	contig_907	cds	134819;142508	135739;142648	-	MDNEJI_01927;MDNEJI_01934		SO:0001217, UniRef:UniRef50_A0A0P9JLR7;SO:0001217, UniRef:UniRef50_F3G6L3
prophage psssm-01	Prophage PssSM-01	contig_1796;contig_666;contig_907	cds	133585;167666;169520	134283;168130;170020	+;-	MDNEJI_01288;MDNEJI_01925;MDNEJI_06720		SO:0001217, UniRef:UniRef50_A0A031IWS2;SO:0001217, UniRef:UniRef50_A0A077LE82;SO:0001217, UniRef:UniRef50_A0AA91YTN4
prophage psssm-01, dna primase-like protein	Prophage PssSM-01, DNA primase-like protein	contig_1796	cds	170964	173684	+	MDNEJI_06724		SO:0001217, UniRef:UniRef50_A0A0P9JPY9
prophage psssm-01, virion morphoproteinsis protein	Prophage PssSM-01, virion morphoproteinsis protein	contig_907	cds	145990	146655	-	MDNEJI_01942		SO:0001217, UniRef:UniRef50_A0A9P3AEN1
prophage psssm-03	Prophage PssSM-03	contig_1796	cds	10126	10353	-	MDNEJI_06536		SO:0001217, UniRef:UniRef50_A0A411ML00
propionate 3-nitronate monooxygenase	Propionate 3-nitronate monooxygenase	contig_1130	cds	11868	12923	+	MDNEJI_04177		SO:0001217, UniRef:UniRef50_A0A5E4RBN0
propionate catabolism operon transcriptional regulator	Propionate catabolism operon transcriptional regulator	contig_333	cds	195613	197565	-	MDNEJI_00640		SO:0001217, UniRef:UniRef50_A0A840RRA4
protease algw	protease AlgW	contig_444	cds	185714	186883	+	MDNEJI_00844	algW	BlastRules:WP_003098831, SO:0001217, UniRef:UniRef50_A0A2K9LP03
protease htpx	Protease HtpX	contig_1019	cds	383824	384783	-	MDNEJI_03800	htpX	SO:0001217, UniRef:UniRef50_Q87QN1
protease iv	protease IV	contig_1130	cds	38009	39397	-	MDNEJI_04199	piv	BlastRules:WP_003112986, EC:3.4.21.50, SO:0001217, UniRef:UniRef50_Q9HWK6
protease lasa	protease LasA	contig_941	cds	36655	37911	-	MDNEJI_02802	lasA	BlastRules:WP_010895585, SO:0001217, UniRef:UniRef50_P14789
protease pfpi	protease PfpI	contig_1463	cds	302766	303305	+	MDNEJI_05917	pfpI	BlastRules:WP_003102879, SO:0001217, UniRef:UniRef50_A0A1M7PGB8
protein aaex	Protein AaeX	contig_1130	cds	357918	358118	+	MDNEJI_04491	aaeX	SO:0001217, UniRef:UniRef50_A0A6P2I3Q0
protein activator	Protein activator	contig_952	cds	108359	108847	+	MDNEJI_02987		SO:0001217, UniRef:UniRef50_A0A0D0TGE0
protein adenylyltransferase selo	Protein adenylyltransferase SelO	contig_908	cds	383043	384503	+	MDNEJI_02294	selO	SO:0001217, UniRef:UniRef50_A0A0K1XF91
protein apag	Protein ApaG	contig_1463	cds	57620	58000	+	MDNEJI_05679	apaG	SO:0001217, UniRef:UniRef50_Q9I5U6
protein batd	Protein BatD	contig_1019	cds	120158	121789	-	MDNEJI_03548	batD	SO:0001217, UniRef:UniRef50_W6RHH5
protein co-occurring with transport system protein	Protein co-occurring with transport system protein	contig_1275	cds	7	375	-	MDNEJI_05152		SO:0001217, UniRef:UniRef50_A0A7H4M2D0
protein cr006 p-loop domain-containing protein	Protein CR006 P-loop domain-containing protein	contig_1241	cds	309595	311898	-	MDNEJI_05010		SO:0001217, UniRef:UniRef50_B8GSP5
protein crea	Protein CreA	contig_907	cds	13997	14461	+	MDNEJI_01820	creA	SO:0001217, UniRef:UniRef50_A0A1Y6GNS9
protein cyae	Protein CyaE	contig_1130	cds	72172	73587	-	MDNEJI_04229	cyaE	SO:0001217, UniRef:UniRef50_A0A1G8FJJ1
protein dnrp	Protein DnrP	contig_1463	cds	121111	121305	+	MDNEJI_05746	dnrP	SO:0001217, UniRef:UniRef50_G3XDA0
protein fdhe-like protein	Protein FdhE-like protein	contig_908	cds	123498	124427	-	MDNEJI_02071		SO:0001217, UniRef:UniRef50_A0A2T1KT78
protein fptb	Protein FptB	contig_996	cds	5485	5766	-	MDNEJI_03265	fptB	SO:0001217, UniRef:UniRef50_P42513
protein grpe	Protein GrpE	contig_908	cds	78248	78808	-	MDNEJI_02023	grpE	SO:0001217, UniRef:UniRef50_A6VCL9
protein hflc	Protein HflC	contig_908	cds	275010	275879	-	MDNEJI_02211	hflC	SO:0001217, UniRef:UniRef50_A0A109LFB6
protein hflk	Protein HflK	contig_908	cds	275879	277078	-	MDNEJI_02212	hflK	SO:0001217, UniRef:UniRef50_I3I5P6
protein kinase	Protein kinase	contig_1130	cds	197381;198857	198964;199750	+;-	MDNEJI_04344;MDNEJI_04345		SO:0001217, UniRef:UniRef50_A0A241XI12;SO:0001217, UniRef:UniRef50_A0A3S4N2U8
protein kinase domain-containing protein	Protein kinase domain-containing protein	contig_1574	cds	283083	284423	+	MDNEJI_06284		SO:0001217, UniRef:UniRef50_K1K9F5
protein kinase ubib	putative protein kinase UbiB	contig_908	cds	434173	435774	+	MDNEJI_02338	ubiB	SO:0001217, UniRef:UniRef50_A0A2N1IIH1
protein mgtc	Protein MgtC	contig_1574;contig_333;contig_952	cds	121559;210491;46151	122050;211183;46855	+;-	MDNEJI_00571;MDNEJI_02939;MDNEJI_06226	mgtC	SO:0001217, UniRef:UniRef50_A0A1B8V5L6;SO:0001217, UniRef:UniRef50_A0A1Q8IPM7;SO:0001217, UniRef:UniRef50_A0A2V4GA97
protein ning	Protein ninG	contig_666	cds	173751	174395	+	MDNEJI_01301	ninG	SO:0001217, UniRef:UniRef50_A0AAE9G7A7
protein phosphatase 2c domain-containing protein	Protein phosphatase 2C domain-containing protein	contig_1463	cds	174312	175169	-	MDNEJI_05801		SO:0001217, UniRef:UniRef50_Q9I649
protein phosphatase chez	protein phosphatase CheZ	contig_930	cds	78410	79198	+	MDNEJI_02714	cheZ	SO:0001217, UniRef:UniRef50_Q51434, VFDB:VFC0204, VFDB:VFG043013
protein r	Protein RecA	contig_1241	cds	255264	256304	-	MDNEJI_04960	recA	SO:0001217, UniRef:UniRef50_A0AA87C387
protein rnfh	Protein RnfH	contig_908	cds	81822	82127	-	MDNEJI_02027	rnfH	SO:0001217, UniRef:UniRef50_Q4ZNP2
protein slyx-like protein	Protein SlyX-like protein	contig_1352	cds	276232	276441	-	MDNEJI_05446		SO:0001217, UniRef:UniRef50_Q9I4Z9
protein sprt	Protein SprT	contig_919	cds	92091	92588	+	MDNEJI_02605	sprT	SO:0001217, UniRef:UniRef50_Q9I4E9
protein tas	Protein tas	contig_444	cds	172071	173108	+	MDNEJI_00832		SO:0001217, UniRef:UniRef50_P0A9T4
protein tola	Protein TolA	contig_1352	cds	266852	267895	-	MDNEJI_05435	tolA	SO:0001217, UniRef:UniRef50_A0A0F7Y2P9
protein tonb	Protein TonB	contig_1463	cds	253914	254807	+	MDNEJI_05863	tonB	SO:0001217, UniRef:UniRef50_A0A1H7I673
protein tonb2	Protein tonB2	contig_222	cds	53846	54658	-	MDNEJI_00300	tonB2	SO:0001217, UniRef:UniRef50_Q9RMT3
protein translocase subunit s	Protein translocase subunit SecA;Protein translocase subunit SecD;Protein translocase subunit SecY	contig_1130;contig_444;contig_996	cds	139747;38264;432331	142497;39592;434193	+;-	MDNEJI_00800;MDNEJI_03288;MDNEJI_04565	secA;secD;secY	SO:0001217, UniRef:UniRef50_A0A3B0IV30;SO:0001217, UniRef:UniRef50_A0A5C9BIP9;SO:0001217, UniRef:UniRef50_A0A5Q2QCG5
protein tusc-like protein	Protein TusC-like protein	contig_1574	cds	152339	152698	-	MDNEJI_06170		SO:0001217, UniRef:UniRef50_Q9I0N2
protein ycei	Protein YceI	contig_1463	cds	230949	231524	-	MDNEJI_05846	yceI	SO:0001217, UniRef:UniRef50_P0A8X2
protein yqjc	Protein YqjC	contig_1463	cds	106831	107250	+	MDNEJI_05728	yqjC	SO:0001217, UniRef:UniRef50_A0A1S1GIB0
protein-arginine rhamnosyltransferase	Protein-arginine rhamnosyltransferase	contig_1019	cds	361432	362562	+	MDNEJI_03778		SO:0001217, UniRef:UniRef50_Q88LS1
protein-disulfide isomerase	Protein-disulfide isomerase	contig_111	cds	38055	38798	+	MDNEJI_00060		SO:0001217, UniRef:UniRef50_A0A087L584
protein-export membrane protein s	Protein-export membrane protein SecF	contig_1130	cds	434204	435124	+	MDNEJI_04566	secF	SO:0001217, UniRef:UniRef50_A0A010THY6
protein-export protein s	Protein-export protein SecB	contig_908	cds	506827	507318	-	MDNEJI_02403	secB	SO:0001217, UniRef:UniRef50_A7MX74
protein-glutamate methylesterase/protein-glutamine glutaminase 2	Protein-glutamate methylesterase/protein-glutamine glutaminase 2	contig_222	cds	83978	85027	+	MDNEJI_00325		SO:0001217, UniRef:UniRef50_Q9I6V9
protein-glutamate o-methyltransferase	protein-glutamate O-methyltransferase	contig_1241	cds	399633	400901	-	MDNEJI_05096		SO:0001217, UniRef:UniRef50_A0A1E5XEJ9
protein-glutamine gamma-glutamyltransferase	Protein-glutamine gamma-glutamyltransferase	contig_666	cds	72164	72964	+	MDNEJI_01177		SO:0001217, UniRef:UniRef50_A0A0F6UEU3
protein-glutamine gamma-glutamyltransferase-like c-terminal domain-containing protein	Protein-glutamine gamma-glutamyltransferase-like C-terminal domain-containing protein	contig_444	cds	54347	55918	+	MDNEJI_00715		SO:0001217, UniRef:UniRef50_N2JL55
protein-l-isoaspartate o-methyltransferase	Protein-L-isoaspartate O-methyltransferase	contig_1241;contig_908	cds	263657;337767	264325;338579	+;-	MDNEJI_02263;MDNEJI_04968		SO:0001217, UniRef:UniRef50_A4XWR1;SO:0001217, UniRef:UniRef50_W6M3Y8
protein-methionine-sulfoxide reductase catalytic subunit msrp	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	contig_908	cds	1050	2063	-	MDNEJI_01946	msrP	SO:0001217, UniRef:UniRef50_A0A2E4BS27
protein-methionine-sulfoxide reductase heme-binding subunit msrq	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	contig_908	cds	442	1050	-	MDNEJI_01945	msrQ	SO:0001217, UniRef:UniRef50_Q88DZ3
protein-n(pi)-phosphohistidine--d-fructose phosphotransferase	protein-N(pi)-phosphohistidine--D-fructose phosphotransferase	contig_1241	cds	192171	193928	-	MDNEJI_04902		SO:0001217, UniRef:UniRef50_A0A2N0W7T0
protein-tyrosine-phosphatase	protein-tyrosine-phosphatase	contig_1019	cds	229952	230416	+	MDNEJI_03644		SO:0001217, UniRef:UniRef50_A0A6L5QSB9
proteinase inhibitor	Proteinase inhibitor	contig_777	cds	73151	73405	+	MDNEJI_01409		SO:0001217, UniRef:UniRef50_A0A446AWV3
proteinase inhibitor i42 chagasin domain-containing protein	Proteinase inhibitor I42 chagasin domain-containing protein	contig_1796	cds	94249	94653	+	MDNEJI_06632		SO:0001217, UniRef:UniRef50_A0A0C4WIS4
proteobacterial sortase system ompa family protein	Proteobacterial sortase system OmpA family protein	contig_985	cds	70545	70907	-	MDNEJI_03252	ompA	SO:0001217, UniRef:UniRef50_A0A509JP23
proteobacterial srna sx8	Proteobacterial sRNA sX8	contig_1019	ncRNA	480286	480367	+	MDNEJI_03901	sX8	RFAM:RF02227, SO:0000655
proteolytic complex protein cpta	proteolytic complex protein CptA	contig_908	cds	512500	513810	+	MDNEJI_02409	cptA	BlastRules:WP_003096067, SO:0001217, UniRef:UniRef50_A0A8H8XM10
proteolytic complex protein lbca	proteolytic complex protein LbcA	contig_952	cds	13797	15524	-	MDNEJI_02905	lbcA	BlastRules:WP_004352693, SO:0001217, UniRef:UniRef50_P42810
proteophosphoglycan	Proteophosphoglycan	contig_1019	cds	252598	253167	+	MDNEJI_03669		SO:0001217, UniRef:UniRef50_A0A1Y6C5B1
protocat,4-dioxygenase alpha chain	Protocatechuate 3,4-dioxygenase alpha chain	contig_222	cds	105927	106532	-	MDNEJI_00343		SO:0001217, UniRef:UniRef50_P00436
protocat,4-dioxygenase beta chain	Protocatechuate 3,4-dioxygenase beta chain	contig_222	cds	106543	107262	-	MDNEJI_00344		SO:0001217, UniRef:UniRef50_P00437
protoheme ix farnesyltransferase	Protoheme IX farnesyltransferase	contig_963	cds	47164	48054	-	MDNEJI_03049		SO:0001217, UniRef:UniRef50_Q1LTJ4
protoheme ix farnesyltransferase 1	Protoheme IX farnesyltransferase 1	contig_222	cds	147674	148588	-	MDNEJI_00385		SO:0001217, UniRef:UniRef50_Q9I719
proton-coupled multidrug efflux mate transporter pmpm	proton-coupled multidrug efflux MATE transporter PmpM	contig_963	cds	6078	7511	+	MDNEJI_03007	pmpM	BlastRules:WP_003112388, SO:0001217, UniRef:UniRef50_Q9I3Y3
proton-translocating nad(p)(+) transhydrogenase	proton-translocating NAD(P)(+) transhydrogenase	contig_222	cds	56438;56822	56746;57940	-	MDNEJI_00302;MDNEJI_00303		SO:0001217, UniRef:UniRef50_A0A2D6ZTC9;SO:0001217, UniRef:UniRef50_A0A3P4B7E4
proton/glutamate-aspartate symporter	Proton/glutamate-aspartate symporter	contig_555	cds	77945	79279	+	MDNEJI_00973		SO:0001217, UniRef:UniRef50_P21345
protoporphyrinogen ix oxidase	Protoporphyrinogen IX oxidase	contig_1463	cds	7452	7874	+	MDNEJI_05624		SO:0001217, UniRef:UniRef50_C1DHY1
prrb/rsmz rna family	PrrB/RsmZ RNA family	contig_1241	ncRNA	261242	261360	-	MDNEJI_04965	PrrB_RsmZ	RFAM:RF00166, SO:0000655
prrf rna	PrrF RNA	contig_908	ncRNA	14600;14812	14751;14960	+	MDNEJI_01959;MDNEJI_01960	prrF	RFAM:RF00444, SO:0000655
pseudomon-1/ersa rna	Pseudomon-1/ErsA RNA	contig_555	ncRNA	65825	65940	+	MDNEJI_00960	Pseudomon-1	RFAM:RF01719, SO:0000655
pseudomon-groes rna	Pseudomon-groES RNA	contig_444	ncRNA-region	123382	123496	-			RFAM:RF01721, SO:0005836
pseudomon-rho rna	Pseudomon-Rho RNA	contig_974	ncRNA-region	55939	56039	-			RFAM:RF01720, SO:0005836
pseudomonas pa5194 thermometer	Pseudomonas PA5194 thermometer	contig_974	ncRNA-region	2842	2945	+			RFAM:RF02813, SO:0002168
pseudomonas protein phosphatase pppb	Pseudomonas protein phosphatase PppB	contig_222	cds	191733	192413	+	MDNEJI_00423	pppB	SO:0001217, UniRef:UniRef50_Q9I756, VFDB:VFC0086, VFDB:VFG002062
pseudomonas rnk leader	Pseudomonas rnk leader	contig_885	ncRNA-region	151176	151277	+			RFAM:RF01772, SO:0000140
pseudomonas rpsl leader	Pseudomonas rpsL leader	contig_996	ncRNA-region	53265	53386	-			RFAM:RF01773, SO:0000140
pseudomonas srna crcz	Pseudomonas sRNA CrcZ	contig_908	ncRNA	38594	38997	+	MDNEJI_01984	crcZ	RFAM:RF01675, SO:0000655
pseudomonas srna p1	Pseudomonas sRNA P1	contig_1463	ncRNA	368844	369023	+	MDNEJI_05981	P1	RFAM:RF00623, SO:0000655
pseudomonas srna p10	Pseudomonas sRNA P10	contig_1130;contig_666	ncRNA	343199;4889	343270;4960	+;-	MDNEJI_01103;MDNEJI_04479	P10	RFAM:RF01668, SO:0000655
pseudomonas srna p11	Pseudomonas sRNA P11	contig_666	ncRNA	125863	125999	-	MDNEJI_01228	P11	RFAM:RF00625, SO:0000655
pseudomonas srna p14	Pseudomonas sRNA P14	contig_1019	ncRNA	360808	360952	-	MDNEJI_03776	P14	RFAM:RF01669, SO:0000655
pseudomonas srna p15	Pseudomonas sRNA P15	contig_1019	ncRNA	268395	268513	-	MDNEJI_03682	P15	RFAM:RF00627, SO:0000655
pseudomonas srna p17	Pseudomonas sRNA P17	contig_111	ncRNA	126765	127046	-	MDNEJI_00150	P17	RFAM:RF01670, SO:0000655
pseudomonas srna p18	Pseudomonas sRNA P18	contig_111	ncRNA	152349	152483	-	MDNEJI_00171	P18	RFAM:RF01671, SO:0000655
pseudomonas srna p24	Pseudomonas sRNA P24	contig_1130	ncRNA	271115	271370	+	MDNEJI_04414	P24	RFAM:RF00629, SO:0000655
pseudomonas srna p26	Pseudomonas sRNA P26	contig_996	ncRNA	61906	61971	-	MDNEJI_03316	P26	RFAM:RF00630, SO:0000655
pseudomonas srna p27	Pseudomonas sRNA P27	contig_996	ncRNA	62924	63116	+	MDNEJI_03319	P27	RFAM:RF01674, SO:0000655
pseudomonas srna p31	Pseudomonas sRNA P31	contig_908	ncRNA	73950	74028	+	MDNEJI_02019	P31	RFAM:RF01676, SO:0000655
pseudomonas srna p33	Pseudomonas sRNA P33	contig_908	ncRNA	505283	505442	+	MDNEJI_02399	P33	RFAM:RF02404, SO:0000655
pseudomonas srna p34	Pseudomonas sRNA P34	contig_908	ncRNA	595264	595662	-	MDNEJI_02500	P34	RFAM:RF02405, SO:0000655
pseudomonas srna p36	Pseudomonas sRNA P36	contig_908	ncRNA	38438	38498	+	MDNEJI_01983	P36	RFAM:RF01679, SO:0000655
pseudomonas srna p37	Pseudomonas sRNA P37	contig_908	ncRNA	402419	402480	-	MDNEJI_02308	P37	RFAM:RF01678, SO:0000655
pseudomonas srna p4	Pseudomonas sRNA P4	contig_1796	ncRNA	217807	218021	+	MDNEJI_06765	P4	RFAM:RF01681, SO:0000655
pseudomonas srna p5	Pseudomonas sRNA P5	contig_1352	ncRNA	410121	410191	-	MDNEJI_05578	P5	RFAM:RF01680, SO:0000655
pseudomonas srna p6	Pseudomonas sRNA P6	contig_1352	ncRNA	350813	351322	+	MDNEJI_05525	P6	RFAM:RF01683, SO:0000655
pseudomonas srna p8	Pseudomonas sRNA P8	contig_1352	ncRNA	133346	133423	-	MDNEJI_05309	P8	RFAM:RF01682, SO:0000655
pseudomonas srna p9	Pseudomonas sRNA P9	contig_963	ncRNA	43473	43546	-	MDNEJI_03045	P9	RFAM:RF00624, SO:0000655
pseudopaline biosynthesis dehydrogenase cntm	pseudopaline biosynthesis dehydrogenase CntM	contig_908	cds	153165	154466	-	MDNEJI_02099	cntM	BlastRules:WP_003112333
pseudopaline biosynthesis protein cntl	pseudopaline biosynthesis protein CntL	contig_908	cds	154463	155254	-	MDNEJI_02100	cntL	BlastRules:WP_003112332, SO:0001217, UniRef:UniRef50_A0A0H2ZHV3
pseudopaline transport inner membrane protein cnti	pseudopaline transport inner membrane protein CntI	contig_908	cds	152329	153183	-	MDNEJI_02098	cntI	BlastRules:WP_003104336, SO:0001217, UniRef:UniRef50_Q9HUX6
pseudopaline transport outer membrane protein cnto	pseudopaline transport outer membrane protein CntO	contig_908	cds	155284	157410	-	MDNEJI_02101	cntO	BlastRules:WP_010895685, SO:0001217, UniRef:UniRef50_A0A0H2ZI93
pseudouridine synthase	Pseudouridine synthase	contig_1019;contig_111;contig_1130	cds	235340;269016;82113	236296;269642;82748	+	MDNEJI_00106;MDNEJI_03647;MDNEJI_04410		SO:0001217, UniRef:UniRef50_A0A5C6D269;SO:0001217, UniRef:UniRef50_A0A6M0JY67;SO:0001217, UniRef:UniRef50_A0A9E6A5E3
psl/pyoverdine operon transcriptional regulator ppyr	psl/pyoverdine operon transcriptional regulator PpyR	contig_1574	cds	89141	89398	+	MDNEJI_06111	ppyR	BlastRules:WP_003090502, SO:0001217, UniRef:UniRef50_U3B2K7
psla	PslA	contig_985	cds	66140	67576	-	MDNEJI_03248	pslA	SO:0001217, UniRef:UniRef50_Q9I1N8
pslc	PslC	contig_985	cds	63763	64674	-	MDNEJI_03246	pslC	SO:0001217, UniRef:UniRef50_Q9I1N6
psld	PslD	contig_985	cds	62963	63757	-	MDNEJI_03245	pslD	SO:0001217, UniRef:UniRef50_Q9I1N5
psli	PslI	contig_985	cds	56144	57247	-	MDNEJI_03240	pslI	SO:0001217, UniRef:UniRef50_Q9I1N0
