# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1463	cds	252152	252559	-	MDNEJI_05861	193.0	8.7e-63	0.889	0.876	0.775	UniRef:UniRef50_A5EXP4
contig_1463	cds	252814	253767	+	MDNEJI_05862	416.0	9.1e-145	0.972	0.903	0.679	UniRef:UniRef50_P04425
contig_1463	cds	253914	254807	+	MDNEJI_05863	382.0	5.9e-132	0.970	0.883	0.719	UniRef:UniRef50_A0A1H7I673
contig_1463	cds	254856	255425	+	MDNEJI_05864	267.0	1.1e-89	1.0	0.808	0.688	UniRef:UniRef50_Q9RQ16
contig_1463	cds	255425	255859	+	MDNEJI_05865	170.0	2.5e-53	0.951	0.856	0.577	UniRef:UniRef50_C1DI77
contig_1463	cds	255971	256483	+	MDNEJI_05866	191.0	1.1e-60	0.971	0.868	0.588	UniRef:UniRef50_Q9F4I7
contig_1463	cds	256507	257511	+	MDNEJI_05867	430.0	1.0e-149	0.970	0.885	0.688	UniRef:UniRef50_Q87V99
contig_1463	cds	257508	258779	+	MDNEJI_05868	719.0	2.5e-261	0.872	0.879	0.997	UniRef:UniRef50_UPI00265D036F
contig_1463	cds	259007	260191	-	MDNEJI_05869	506.0	2.0e-177	1.003	0.864	0.630	UniRef:UniRef50_C9XXX2
contig_1463	cds	260188	261561	-	MDNEJI_05870	556.0	5.9e-195	0.991	0.881	0.616	UniRef:UniRef50_Q8PCV5
contig_1463	cds	261804	262208	-	MDNEJI_05871	182.0	1.8e-58	0.925	0.810	0.637	UniRef:UniRef50_A0A0F6VZZ7
contig_1463	cds	262363	263262	+	MDNEJI_05872	351.0	2.1e-119	0.990	0.843	0.595	UniRef:UniRef50_N8YMQ2
contig_1463	cds	263270	264418	-	MDNEJI_05873	466.0	4.5e-162	1.063	0.964	0.611	UniRef:UniRef50_D3RPD7
contig_1463	cds	264596	265630	-	MDNEJI_05874	498.0	2.4e-176	1.084	0.997	0.689	UniRef:UniRef50_C8NB69
contig_1463	cds	265845	266537	+	MDNEJI_05875	266.0	3.4e-88	1.004	0.859	0.645	UniRef:UniRef50_Q9CPD5
contig_1463	cds	266549	267370	+	MDNEJI_05876	331.0	1.7e-112	0.996	0.869	0.710	UniRef:UniRef50_P22008
contig_1463	cds	267381	267974	+	MDNEJI_05877	273.0	2.5e-92	1.066	1.0	0.776	UniRef:UniRef50_N2J9Z8
contig_1463	cds	268097	268267	+	MDNEJI_05878	-	-	-	-	-	-
contig_1463	cds	268375	270342	+	MDNEJI_05879	888.0	0.0	1.0	0.989	0.718	UniRef:UniRef50_N2JEY2
contig_1463	cds	270431	271570	+	MDNEJI_05880	570.0	4.4e-205	1.0	1.263	0.792	UniRef:UniRef50_F3BYN2
contig_1463	cds	271578	272198	+	MDNEJI_05881	243.0	4.8e-80	0.942	0.808	0.577	UniRef:UniRef50_Q9I6A6
contig_1463	cds	272330	272749	+	MDNEJI_05882	-	-	-	-	-	-
contig_1463	cds	272746	273339	+	MDNEJI_05883	336.0	2.1e-117	1.0	0.970	0.853	UniRef:UniRef50_A0A077FF92
contig_1463	cds	273461	274615	+	MDNEJI_05884	429.0	6.0e-148	0.987	0.924	0.583	UniRef:UniRef50_A0A8H2PS31
contig_1463	cds	274696	275019	+	MDNEJI_05885	153.0	7.9e-48	1.0	0.991	0.710	UniRef:UniRef50_Q9I6B0
contig_1463	cds	275081	275338	+	MDNEJI_05886	-	-	-	-	-	-
contig_1463	cds	275351	276697	-	MDNEJI_05887	647.0	8.6e-232	0.998	0.931	0.689	UniRef:UniRef50_A0A0T6UV28
contig_1463	cds	276860	277594	-	MDNEJI_05888	410.0	2.1e-144	1.0	0.850	0.811	UniRef:UniRef50_P0A8I5
contig_1463	cds	277685	278482	-	MDNEJI_05889	343.0	6.3e-117	1.238	0.962	0.573	UniRef:UniRef50_Q7WF21
contig_1463	cds	278541	278741	-	MDNEJI_05890	104.0	1.1e-29	1.0	0.805	0.758	UniRef:UniRef50_W1N6X3
contig_1463	cds	278844	279221	-	MDNEJI_05891	190.0	8.8e-62	0.984	0.848	0.789	UniRef:UniRef50_A0AAD1FD15
contig_1463	cds	279258	279989	+	MDNEJI_05892	326.0	1.3e-111	0.934	0.832	0.700	UniRef:UniRef50_Q9I6B7
contig_1463	cds	279994	280599	-	MDNEJI_05893	373.0	1.2e-131	1.060	1.0	0.897	UniRef:UniRef50_Q9I6B8
contig_1463	cds	280664	281518	-	MDNEJI_05894	344.0	2.3e-117	0.926	0.848	0.684	UniRef:UniRef50_R4VL20
contig_1463	cds	281632	282639	-	MDNEJI_05895	443.0	4.3e-155	0.916	0.872	0.749	UniRef:UniRef50_Q9R9Y4
contig_1463	cds	282639	283310	-	MDNEJI_05896	283.0	3.6e-95	0.982	0.855	0.685	UniRef:UniRef50_Q9I6C0
contig_1463	cds	283307	284683	-	MDNEJI_05897	-	-	-	-	-	-
contig_1463	cds	284831	286201	+	MDNEJI_05898	674.0	5.7e-242	0.976	0.888	0.744	UniRef:UniRef50_A0A2X2C7V9
contig_1463	cds	286194	287681	+	MDNEJI_05899	655.0	1.5e-233	1.036	0.985	0.680	UniRef:UniRef50_A0A6M8MJJ1
contig_1463	cds	287681	288277	+	MDNEJI_05900	279.0	1.5e-94	1.025	0.953	0.670	UniRef:UniRef50_A0A9Q2XMY7
contig_1463	cds	288280	288846	+	MDNEJI_05901	-	-	-	-	-	-
contig_1463	cds	288883	289881	+	MDNEJI_05902	313.0	1.6e-103	0.973	0.885	0.520	UniRef:UniRef50_A0A024HA88
contig_1463	cds	289944	290354	+	MDNEJI_05903	272.0	4.0e-94	1.0	0.971	0.993	UniRef:UniRef50_A6UYH2
contig_1463	cds	290339	290986	-	MDNEJI_05904	257.0	3.0e-85	1.0	0.907	0.563	UniRef:UniRef50_A0A1H9PLP0
contig_1463	cds	291274	292704	+	MDNEJI_05905	765.0	1.1e-277	1.0	0.969	0.786	UniRef:UniRef50_A0A811GEN2
contig_1463	cds	292759	293307	+	MDNEJI_05906	-	-	-	-	-	-
contig_1463	cds	293364	294959	+	MDNEJI_05907	611.0	8.5e-215	0.991	0.928	0.557	UniRef:UniRef50_A0A6C0TQ18
contig_1463	cds	295108	295587	+	MDNEJI_05908	201.0	7.9e-65	0.975	0.816	0.658	UniRef:UniRef50_Q6LVM8
contig_1463	cds	295708	295959	+	MDNEJI_05909	98.6	6.8e-27	0.928	0.895	0.597	UniRef:UniRef50_A0A6L4YEZ0
contig_1463	cds	296087	297820	+	MDNEJI_05910	785.0	7.1e-282	0.920	0.872	0.755	UniRef:UniRef50_A0A7G7RGF3
contig_1463	cds	297972	298403	+	MDNEJI_05911	281.0	4.0e-97	0.993	0.855	1.0	UniRef:UniRef50_A0A0D6SQS2
contig_1463	cds	298516	299502	-	MDNEJI_05912	493.0	4.2e-175	1.018	1.0	0.967	UniRef:UniRef50_A0A246FDS6
contig_1463	cds	299772	300116	-	MDNEJI_05913	163.0	1.3e-51	0.965	0.887	0.782	UniRef:UniRef50_W6R819
contig_1463	cds	300199	300777	-	MDNEJI_05914	298.0	4.2e-102	0.984	0.883	0.720	UniRef:UniRef50_Q9I6D6
contig_1463	cds	300854	301666	-	MDNEJI_05915	310.0	2.3e-104	1.119	1.0	0.550	UniRef:UniRef50_Q9L7T2
contig_1463	cds	301725	302603	-	MDNEJI_05916	323.0	1.3e-108	0.973	0.866	0.553	UniRef:UniRef50_A0A2N7R2D8
contig_1463	cds	302766	303305	+	MDNEJI_05917	212.0	1.8e-68	0.989	0.847	0.582	UniRef:UniRef50_A0A1M7PGB8
contig_1463	cds	303378	304574	+	MDNEJI_05918	500.0	7.9e-176	1.0	1.0	0.608	UniRef:UniRef50_A0A0K1XEE8
contig_1463	cds	304902	306740	+	MDNEJI_05919	1113.0	0.0	0.998	0.859	0.913	UniRef:UniRef50_Q9I6E0
contig_1463	cds	306972	308357	+	MDNEJI_05920	660.0	3.9e-236	0.963	0.872	0.786	UniRef:UniRef50_A0AAI9LCB6
contig_1463	cds	308496	308969	+	MDNEJI_05921	176.0	7.3e-55	1.0	0.835	0.516	UniRef:UniRef50_A0A2V6USC2
contig_1463	cds	308985	309491	-	MDNEJI_05922	209.0	7.9e-68	0.982	0.907	0.630	UniRef:UniRef50_A0A970RAZ1
contig_1463	cds	309562	310602	-	MDNEJI_05923	691.0	1.6e-252	1.0	0.938	0.991	UniRef:UniRef50_A0A1B8T7N8
contig_1463	cds	310599	311693	-	MDNEJI_05924	681.0	2.2e-248	1.019	1.0	0.965	UniRef:UniRef50_A0A1S1GGI6
contig_1463	cds	311903	313054	+	MDNEJI_05925	534.0	1.2e-189	0.969	0.964	0.717	UniRef:UniRef50_A0A220W763
contig_1463	cds	313091	313453	-	MDNEJI_05926	187.0	1.1e-60	1.0	0.845	0.750	UniRef:UniRef50_Q9I6E7
contig_1463	cds	313645	315030	+	MDNEJI_05927	537.0	2.5e-188	0.996	1.004	0.630	UniRef:UniRef50_A0A7U9CS32
contig_1463	cds	315023	316402	+	MDNEJI_05928	446.0	1.2e-151	1.096	0.944	0.525	UniRef:UniRef50_J3EMH9
contig_1463	cds	316437	317234	+	MDNEJI_05929	544.0	3.4e-197	1.0	0.920	0.996	UniRef:UniRef50_A0A0C5E1D8
contig_1463	cds	317261	318055	-	MDNEJI_05930	417.0	1.4e-146	1.034	0.850	0.718	UniRef:UniRef50_P0A884
contig_1463	cds	318261	319061	-	MDNEJI_05931	460.0	3.2e-163	1.004	0.822	0.775	UniRef:UniRef50_A1SS95
contig_1463	cds	319071	319874	-	MDNEJI_05932	395.0	5.6e-138	0.970	0.855	0.764	UniRef:UniRef50_Q9I6F3
contig_1463	cds	319996	320751	+	MDNEJI_05933	337.0	1.1e-115	0.980	0.857	0.683	UniRef:UniRef50_W8QUB3
contig_1463	cds	320755	321792	-	MDNEJI_05934	687.0	6.5e-251	1.0	0.918	0.986	UniRef:UniRef50_A0A2W1MWU2
contig_1463	cds	321911	324190	-	MDNEJI_05935	1467.0	0.0	1.0	0.820	1.0	UniRef:UniRef50_A0A6I7N7D4
contig_1463	cds	324213	324692	-	MDNEJI_05936	213.0	9.4e-70	0.981	0.891	0.615	UniRef:UniRef50_C4LD21
contig_1463	cds	324896	325549	+	MDNEJI_05937	333.0	6.6e-115	1.0	0.851	0.728	UniRef:UniRef50_Q9I6F6
contig_1463	cds	325599	326840	+	MDNEJI_05938	402.0	2.1e-136	0.978	0.960	0.550	UniRef:UniRef50_Q9I6F7
contig_1463	cds	326813	327280	-	MDNEJI_05939	226.0	2.8e-75	0.994	0.994	0.714	UniRef:UniRef50_A0A1E4XLG5
contig_1463	cds	327277	328548	-	MDNEJI_05940	521.0	3.9e-183	0.993	0.955	0.655	UniRef:UniRef50_Q9I6F8
contig_1463	cds	328599	329066	-	MDNEJI_05941	280.0	1.4e-96	1.019	1.0	0.949	UniRef:UniRef50_Q9I6F9
contig_1463	cds	329186	330700	-	MDNEJI_05942	665.0	3.5e-239	0.806	1.0	0.796	UniRef:UniRef50_A0A4U9U699
contig_1463	cds	330959	331630	+	MDNEJI_05943	266.0	2.0e-88	0.991	0.815	0.647	UniRef:UniRef50_P44725
contig_1463	cds	331753	332085	+	MDNEJI_05944	206.0	1.5e-68	0.982	0.844	0.981	UniRef:UniRef50_Q9I6G2
contig_1463	cds	332128	332853	-	MDNEJI_05945	454.0	3.3e-162	0.950	0.874	0.996	UniRef:UniRef50_A0A072ZF88
contig_1463	cds	333110	335086	+	MDNEJI_05946	905.0	0.0	0.982	0.946	0.678	UniRef:UniRef50_Q9I6G3
contig_1463	cds	335125	336090	-	MDNEJI_05947	633.0	1.6e-230	1.0	0.933	0.997	UniRef:UniRef50_Q9I6G4
contig_1463	cds	336418	337467	+	MDNEJI_05948	400.0	1.2e-136	1.026	0.848	0.623	UniRef:UniRef50_Q5LT05
contig_1463	cds	337464	338393	+	MDNEJI_05949	388.0	3.5e-134	0.916	0.896	0.682	UniRef:UniRef50_S6AL91
contig_1463	cds	338390	339178	+	MDNEJI_05950	279.0	1.8e-92	0.962	0.890	0.607	UniRef:UniRef50_A0A5E7JHU0
contig_1463	cds	339226	340269	+	MDNEJI_05951	558.0	5.3e-200	0.997	0.945	0.783	UniRef:UniRef50_A1WS42
contig_1463	cds	340690	342084	+	MDNEJI_05952	481.0	6.7e-166	0.966	0.909	0.592	UniRef:UniRef50_A0AAF0VPI7
contig_1463	cds	342100	343134	+	MDNEJI_05953	469.0	6.1e-165	0.988	0.934	0.659	UniRef:UniRef50_Q9I3T5
contig_1463	cds	343215	343565	-	MDNEJI_05954	127.0	4.0e-37	1.0	0.859	0.629	UniRef:UniRef50_Q9I6H1
contig_1463	cds	343649	344581	-	MDNEJI_05955	606.0	6.4e-220	0.990	0.898	0.984	UniRef:UniRef50_Q9I6H2
contig_1463	cds	344737	345402	-	MDNEJI_05956	338.0	4.6e-117	0.995	0.884	0.732	UniRef:UniRef50_A0A024HPA0
contig_1463	cds	345494	346888	-	MDNEJI_05957	607.0	8.6e-215	0.998	0.890	0.650	UniRef:UniRef50_A4VGK4
contig_1463	ncRNA	346954	347091	-	MDNEJI_05958	171.0	1.0e-25	-	-	-	RFAM:RF01672
contig_1463	cds	347092	348321	+	MDNEJI_05959	513.0	3.1e-180	1.017	1.0	0.642	UniRef:UniRef50_A0A7X7V7T7
contig_1463	cds	348379	348816	-	MDNEJI_05960	171.0	1.9e-53	1.007	0.844	0.582	UniRef:UniRef50_A0A0C5E4J4
contig_1463	cds	349109	349879	+	MDNEJI_05961	501.0	2.1e-180	1.0	0.883	0.996	UniRef:UniRef50_G2J024
contig_1463	cds	349951	350643	+	MDNEJI_05962	226.0	2.0e-72	0.978	0.869	0.582	UniRef:UniRef50_A0A1X1PJJ0
contig_1463	cds	350648	351142	-	MDNEJI_05963	226.0	1.9e-74	0.988	0.844	0.673	UniRef:UniRef50_A0A0D6SZJ2
contig_1463	cds	351256	351345	-	MDNEJI_05964	-	-	-	-	-	-
contig_1463	cds	351408	351962	+	MDNEJI_05965	212.0	1.2e-68	0.946	0.916	0.615	UniRef:UniRef50_Q9I6I0
contig_1463	cds	351984	352613	-	MDNEJI_05966	283.0	3.1e-96	0.967	0.962	0.673	UniRef:UniRef50_S6AES0
contig_1463	cds	352731	353483	+	MDNEJI_05967	266.0	9.2e-88	0.984	0.857	0.589	UniRef:UniRef50_Q9I6I2
contig_1463	cds	353503	354444	-	MDNEJI_05968	366.0	7.4e-125	1.010	0.861	0.589	UniRef:UniRef50_A0A3S4T4U3
contig_1463	cds	354521	355132	+	MDNEJI_05969	275.0	1.4e-92	0.906	0.807	0.712	UniRef:UniRef50_A0A1I5MA95
contig_1463	cds	355237	355740	+	MDNEJI_05970	186.0	3.4e-59	1.024	1.006	0.591	UniRef:UniRef50_A0A839T322
contig_1463	cds	355719	356771	-	MDNEJI_05971	347.0	6.8e-117	0.960	0.926	0.586	UniRef:UniRef50_A0A7U7I7M3
contig_1463	cds	356882	359269	+	MDNEJI_05972	1148.0	0.0	0.997	0.926	0.678	UniRef:UniRef50_A0A5E7NUX0
contig_1463	cds	359447	360316	-	MDNEJI_05973	361.0	1.4e-124	0.920	0.985	0.662	UniRef:UniRef50_A0AAD1GVC0
contig_1463	cds	360399	361310	-	MDNEJI_05974	360.0	4.9e-123	0.950	0.830	0.639	UniRef:UniRef50_U5NA29
contig_1463	cds	361307	362461	-	MDNEJI_05975	429.0	1.7e-147	0.945	0.844	0.603	UniRef:UniRef50_Q9I6I9
contig_1463	cds	362516	363613	-	MDNEJI_05976	443.0	1.8e-153	1.0	0.877	0.575	UniRef:UniRef50_Q48AP2
contig_1463	cds	364032	365135	-	MDNEJI_05977	532.0	1.5e-188	1.0	0.864	0.733	UniRef:UniRef50_A0A1E2VEB3
contig_1463	cds	365251	366621	-	MDNEJI_05978	601.0	5.2e-213	0.974	0.877	0.644	UniRef:UniRef50_Q9I6J2
contig_1463	cds	366687	368045	-	MDNEJI_05979	663.0	2.8e-238	0.996	1.0	0.698	UniRef:UniRef50_A0A657BAZ7
contig_1463	cds	368086	368838	-	MDNEJI_05980	301.0	1.0e-101	1.0	0.903	0.604	UniRef:UniRef50_A0A0Q0CN50
contig_1463	ncRNA	368844	369023	+	MDNEJI_05981	152.3	1.9e-24	-	-	-	RFAM:RF00623
contig_1463	cds	369117	370493	+	MDNEJI_05982	852.0	0.0	1.192	1.0	0.808	UniRef:UniRef50_A0A0D5XRN4
contig_1463	cds	370749	371810	+	MDNEJI_05983	415.0	1.6e-143	0.992	0.962	0.603	UniRef:UniRef50_A0A9X7N303
contig_1463	cds	371871	372536	+	MDNEJI_05984	281.0	1.5e-94	0.910	0.845	0.701	UniRef:UniRef50_A0A3M3EX26
contig_1463	cds	372699	373577	+	MDNEJI_05985	349.0	5.0e-119	1.014	0.889	0.571	UniRef:UniRef50_A0A379K1I4
contig_1463	cds	373663	374769	+	MDNEJI_05986	492.0	3.5e-173	1.0	0.956	0.628	UniRef:UniRef50_Q8RPX2
contig_1463	cds	374904	376286	-	MDNEJI_05987	505.0	4.3e-175	0.996	0.896	0.576	UniRef:UniRef50_A0A2X2BXW5
contig_1463	cds	376901	377872	-	MDNEJI_05988	406.0	6.1e-141	0.954	0.917	0.636	UniRef:UniRef50_A0A391NPH7
contig_1463	cds	377985	378947	-	MDNEJI_05989	620.0	2.2e-225	1.100	1.0	0.892	UniRef:UniRef50_Q9I6K1
contig_1463	cds	379000	379956	-	MDNEJI_05990	431.0	5.6e-150	0.991	0.836	0.638	UniRef:UniRef50_Q9I6K2
contig_1463	cds	380012	381397	-	MDNEJI_05991	725.0	1.2e-261	1.0	0.900	0.859	UniRef:UniRef50_Q9I6K3
contig_1463	cds	381626	382804	-	MDNEJI_05992	697.0	9.0e-253	1.0	0.843	0.849	UniRef:UniRef50_Q88RB6
contig_1463	cds	382976	385258	+	MDNEJI_05993	997.0	0.0	0.984	0.939	0.647	UniRef:UniRef50_A0A120G4X8
contig_1463	cds	385422	385604	+	MDNEJI_05994	77.0	5.0e-19	0.900	0.857	0.759	UniRef:UniRef50_A0A1G5ND81
contig_1463	cds	385781	386779	+	MDNEJI_05995	439.0	1.7e-153	0.979	0.956	0.680	UniRef:UniRef50_A0A085JN90
contig_1463	cds	386941	387759	+	MDNEJI_05996	331.0	1.4e-112	0.993	0.903	0.637	UniRef:UniRef50_A0A932PP78
contig_1463	cds	387770	388639	+	MDNEJI_05997	343.0	2.1e-117	0.896	0.918	0.680	UniRef:UniRef50_A0A8S0GNI0
contig_1463	cds	388643	389632	+	MDNEJI_05998	480.0	4.1e-170	0.954	0.949	0.806	UniRef:UniRef50_A0A3M5DDY9
contig_1463	cds	389646	390344	-	MDNEJI_05999	223.0	5.3e-71	1.026	0.810	0.521	UniRef:UniRef50_A0A3M3EL64
contig_1463	cds	390438	391190	+	MDNEJI_06000	228.0	5.9e-73	0.952	0.869	0.571	UniRef:UniRef50_A0A0Q7EQI1
contig_1463	cds	391362	392120	+	MDNEJI_06001	287.0	7.8e-96	0.964	0.829	0.626	UniRef:UniRef50_P43674
contig_1463	cds	392160	392675	-	MDNEJI_06002	226.0	2.2e-74	1.023	0.837	0.686	UniRef:UniRef50_A9BMG4
contig_1463	cds	392751	393437	+	MDNEJI_06003	302.0	8.6e-103	1.0	0.916	0.693	UniRef:UniRef50_A0A024HQS6
contig_1463	cds	393546	394316	+	MDNEJI_06004	461.0	9.8e-165	1.004	0.992	0.946	UniRef:UniRef50_Q9I6L6
contig_1463	cds	394479	395693	+	MDNEJI_06005	403.0	6.8e-137	0.958	0.902	0.599	UniRef:UniRef50_A0A0C5EGE5
contig_1463	cds	395743	396675	+	MDNEJI_06006	610.0	4.1e-222	1.0	1.0	0.984	UniRef:UniRef50_Q9I6L8
contig_1463	cds	396672	396956	-	MDNEJI_06007	184.0	2.7e-60	1.0	0.895	0.989	UniRef:UniRef50_Q9I6L9
contig_1463	cds	396990	397397	-	MDNEJI_06008	259.0	7.4e-89	0.985	0.905	0.970	UniRef:UniRef50_Q9I6M0
contig_1463	cds	397409	397846	-	MDNEJI_06009	150.0	1.8e-45	1.007	0.869	0.507	UniRef:UniRef50_I4CPE6
contig_1463	cds	397973	399394	+	MDNEJI_06010	923.0	0.0	1.0	0.967	0.994	UniRef:UniRef50_A6UY56
contig_1463	cds	399565	400764	-	MDNEJI_06011	406.0	2.1e-138	1.003	0.943	0.583	UniRef:UniRef50_Q9I6M3
contig_1463	cds	401082	402362	-	MDNEJI_06012	494.0	1.3e-173	0.803	0.988	0.716	UniRef:UniRef50_A0A377C5I6
contig_1463	ncRNA-region	402410	402474	-	-	69.6	1.7e-11	-	-	-	RFAM:RF01738
contig_1463	cds	402607	404058	-	MDNEJI_06013	708.0	6.6e-256	0.876	0.966	0.827	UniRef:UniRef50_A0A2X1KUK3
contig_1463	tRNA	404688	404764	+	MDNEJI_06014	85.8	-	-	-	-	-
contig_1466	cds	14	277	+	MDNEJI_06015	-	-	-	-	-	-
contig_1474	cds	12	230	+	MDNEJI_06016	-	-	-	-	-	-
contig_1492	cds	44	289	-	MDNEJI_06017	161.0	1.2e-51	1.0	0.844	0.963	UniRef:UniRef50_UPI00345766D5
contig_1496	cds	293	877	-	MDNEJI_06018	266.0	1.9e-89	0.990	0.861	0.703	UniRef:UniRef50_A0A7V8FBW5
contig_1497	cds	4	219	+	MDNEJI_06019	-	-	-	-	-	-
contig_1515	cds	122	355	+	MDNEJI_06020	-	-	-	-	-	-
contig_1525	cds	47	256	-	MDNEJI_06021	-	-	-	-	-	-
contig_1529	cds	686	883	-	MDNEJI_06022	-	-	-	-	-	-
contig_1533	cds	65	202	+	MDNEJI_06023	-	-	-	-	-	-
contig_1540	cds	297	419	-	MDNEJI_06024	-	-	-	-	-	-
contig_1541	cds	94	309	-	MDNEJI_06025	-	-	-	-	-	-
contig_1543	cds	171	350	-	MDNEJI_06026	-	-	-	-	-	-
contig_1545	cds	264	359	-	MDNEJI_06027	-	-	-	-	-	-
contig_1550	cds	3	218	+	MDNEJI_06028	-	-	-	-	-	-
contig_1551	cds	27	209	+	MDNEJI_06029	-	-	-	-	-	-
contig_1558	cds	74	271	+	MDNEJI_06030	-	-	-	-	-	-
contig_1559	cds	37	267	+	MDNEJI_06031	-	-	-	-	-	-
contig_1573	cds	89	292	-	MDNEJI_06032	-	-	-	-	-	-
contig_1574	cds	2418	3767	-	MDNEJI_06033	725.0	3.5e-262	0.935	0.840	0.969	UniRef:UniRef50_A6V4A6
contig_1574	cds	3764	10060	-	MDNEJI_06034	2493.0	0.0	1.025	0.999	0.616	UniRef:UniRef50_A0A448BJM2
contig_1574	cds	10075	10713	-	MDNEJI_06035	271.0	7.2e-91	0.976	0.859	0.662	UniRef:UniRef50_A0A378KTI4
contig_1574	cds	10715	12544	-	MDNEJI_06036	717.0	1.0e-254	0.987	0.980	0.617	UniRef:UniRef50_A0A7Y6ZS17
contig_1574	cds	12675	13217	-	MDNEJI_06037	226.0	3.1e-74	1.039	0.995	0.647	UniRef:UniRef50_Q9I0B8
contig_1574	cds	13292	13570	-	MDNEJI_06038	-	-	-	-	-	-
contig_1574	cds	13600	13992	-	MDNEJI_06039	169.0	4.0e-53	0.985	0.865	0.609	UniRef:UniRef50_A0A3D9HUT6
contig_1574	cds	14024	14503	-	MDNEJI_06040	186.0	6.5e-59	0.956	0.854	0.586	UniRef:UniRef50_A0A7X6J6G1
contig_1574	cds	14672	15211	+	MDNEJI_06041	-	-	-	-	-	-
contig_1574	cds	15214	16149	+	MDNEJI_06042	606.0	2.5e-220	1.0	0.984	0.987	UniRef:UniRef50_A0A0N9ZQT5
contig_1574	cds	16578	17216	+	MDNEJI_06043	422.0	5.3e-151	1.047	1.0	0.941	UniRef:UniRef50_Q9I0C2
contig_1574	cds	17422	18108	-	MDNEJI_06044	262.0	8.0e-87	0.974	0.888	0.568	UniRef:UniRef50_A0A7T4JVJ4
contig_1574	cds	18208	18696	-	MDNEJI_06045	236.0	1.8e-78	1.235	1.0	0.720	UniRef:UniRef50_A0A072ZQY8
contig_1574	cds	18929	19759	+	MDNEJI_06046	405.0	2.2e-141	0.978	0.821	0.700	UniRef:UniRef50_O05691
contig_1574	cds	19885	21120	+	MDNEJI_06047	534.0	1.7e-187	0.995	0.825	0.675	UniRef:UniRef50_A0A853SY56
contig_1574	cds	21135	21473	-	MDNEJI_06048	135.0	1.4e-40	0.964	0.831	0.583	UniRef:UniRef50_A0A916MVX9
contig_1574	cds	21490	23799	-	MDNEJI_06049	1520.0	0.0	0.996	0.867	0.992	UniRef:UniRef50_Q9I0C7
contig_1574	cds	24153	24632	+	MDNEJI_06050	196.0	6.4e-63	0.937	0.805	0.597	UniRef:UniRef50_I3TW69
contig_1574	cds	24680	25543	-	MDNEJI_06051	375.0	9.6e-130	0.997	0.947	0.692	UniRef:UniRef50_A0A1B8TKP1
contig_1574	cds	25963	27054	-	MDNEJI_06052	458.0	4.3e-160	0.939	0.893	0.604	UniRef:UniRef50_A0A9X0X473
contig_1574	cds	27253	27867	-	MDNEJI_06053	297.0	3.1e-101	1.0	0.823	0.765	UniRef:UniRef50_Q9I0D2
contig_1574	cds	27926	28900	-	MDNEJI_06054	560.0	4.1e-201	1.0	0.878	0.867	UniRef:UniRef50_P0ABK5
contig_1574	cds	29021	30106	+	MDNEJI_06055	456.0	4.3e-159	0.972	0.900	0.621	UniRef:UniRef50_A0A0D6SEG7
contig_1574	cds	30269	31114	+	MDNEJI_06056	411.0	6.5e-144	0.986	0.874	0.718	UniRef:UniRef50_Q63VZ7
contig_1574	cds	31179	31574	+	MDNEJI_06057	137.0	6.8e-41	0.985	0.915	0.519	UniRef:UniRef50_A0A2M8WZR6
contig_1574	cds	31623	32804	+	MDNEJI_06058	483.0	8.8e-168	0.997	0.810	0.574	UniRef:UniRef50_Q7NV51
contig_1574	cds	32918	33937	+	MDNEJI_06059	663.0	7.2e-242	0.997	0.971	0.997	UniRef:UniRef50_A0A3M5D641
contig_1574	cds	34230	34463	-	MDNEJI_06060	137.0	2.5e-42	0.896	0.873	1.0	UniRef:UniRef50_A0AAQ3LUF0
contig_1574	cds	34473	34949	-	MDNEJI_06061	318.0	1.9e-111	1.0	0.883	0.987	UniRef:UniRef50_Q9I0E0
contig_1574	cds	35096	36685	-	MDNEJI_06062	577.0	1.5e-201	0.987	0.929	0.625	UniRef:UniRef50_F6A9R9
contig_1574	cds	36688	37995	-	MDNEJI_06063	491.0	1.1e-170	0.984	0.939	0.561	UniRef:UniRef50_A0AAD1LW32
contig_1574	cds	38044	40023	-	MDNEJI_06064	773.0	6.2e-274	0.938	0.845	0.617	UniRef:UniRef50_A0A1H2NTL7
contig_1574	cds	40490	41170	+	MDNEJI_06065	241.0	8.5e-79	0.929	0.913	0.581	UniRef:UniRef50_E8RQX8
contig_1574	cds	41227	41508	+	MDNEJI_06066	87.4	2.3e-22	0.860	0.988	0.638	UniRef:UniRef50_A0A1V2EXA6
contig_1574	cds	41678	42571	+	MDNEJI_06067	471.0	2.4e-167	0.973	0.935	0.792	UniRef:UniRef50_A0A0A8RU79
contig_1574	cds	42685	43788	+	MDNEJI_06068	446.0	2.3e-154	1.003	0.866	0.620	UniRef:UniRef50_P77562
contig_1574	cds	43869	44195	+	MDNEJI_06069	128.0	6.4e-38	0.935	0.849	0.574	UniRef:UniRef50_A0A1Q8T7H2
contig_1574	cds	44223	44723	-	MDNEJI_06070	199.0	3.4e-64	0.904	0.926	0.693	UniRef:UniRef50_A0A941YCA9
